,id,original_title,genres,story,cast,director,screenplay,keywords
1330,tt0265452,Officer,"['Action', 'Crime', 'Drama']",SPU unit officer Sagar Chauhan is assigned with the task of looking over Meenal Patel the mentally imbalance wife of multi-millionaire businessman Pratap Rai. When Meenal dramatizes her death; Sagar begins investigations and comes to realize that he is merely used as a poppet in the hands of some influential people who wants to divert his attention elsewhere so that they can carry on with their unlawful activities at ease.,"['Sunil Shetty', 'Raveena Tandon', 'Danny Denzongpa', '']",['Naeem Sha'],['Naeem Sha'],"['spu unit', 'millionaire businessman', 'sagar begins', 'mentally imbalance', 'unlawful activities', 'merely used']"
1331,tt0266260,Arjun,"['Action', 'Crime', 'Drama']",Arjun Malvankar after his graduation thrives to get job. The corruption and injustice taking place in his community frustrates him to the extent of revolting with the help of some of his friends. This path of his gets him into serious problems with the law and some outrageous gangsters. He is then taken in by a politician named Shivkumar Chowgule; who not only has pity on him but offers him a job and encourages him. Situations take a different turn one morning engulfing Arjun's life into a world of lies  deceit  crime and politics.,"['Sunny Deol', 'Dimple Kapadia', 'Raj Kiran', 'Anupam Kher', 'Satyajeet', 'Supriya Pathak', 'A.K. Hangal', 'Shashikala', 'Prem Chopra', 'Shafi Inamdar', 'Paresh Rawal', 'Annu Kapoor', 'Sunder', 'Raja Bundela', '']",['Rahul Rawail'],['Javed Akhtar'],"['different turn', 'politician named', 'lies deceit', 'injustice taking', 'arjun malvankar', 'situations take']"
1332,tt0266439,Dacait,"['Action', 'Drama']",Arjun Yadav return from the city after completing his studies to get settled in his village with his family consisting of his mother Devi Chaudaran  his older brother Amrit and sister. Arjun finds out that Amrit and Thakur Bhanwar Singh does not get along quiet well and attempts to be a peace-maker between the two. One day situation takes a turn for the worse when Amrit is killed  Devi Chaudaran loses her senses  Arjun's sister is raped and he himself is beaten and tied to a tree. Arjun is then rescued by some sympathetic villagers and run off with his childhood friend Makan Malla in the deep ravines only to turn an outlaw whose only motive is to avenge the killings of his family members.,"['Rakhee Gulzar', 'Sunny Deol', 'Meenakshi Sheshadri', 'Suresh Oberoi', 'Raza Murad', 'A.K. Hangal', 'Shafi Inamdar', 'Dan Dhanoa', 'Dilshaad', 'Satyajeet', 'Paresh Rawal', 'Anita Kanwar', 'Urmila Matondkar', 'H.L. Pardesi', '']",['Rahul Rawail'],['Javed Akhtar'],"['one day', 'childhood friend', 'killed devi', 'get along', 'mother devi', 'thakur bhanwar']"
1333,tt0266456,Deedar-E-Yaar,"['Drama', 'Romance']","Two close and devout Muslim youth  Javed and Akhtar  are childhood pals. They both unknowingly fall in love with the same woman  Firdaus. Since Akhtar is wealthy  and comes from a noble family  the girl's dad  Nawab Mirza  decides that she should marry Akhtar. She is reluctant to do so  but finally agrees when she is threatened. Akhtar has not yet seen Firdaus  but finds out that Javed also loves her  and he decides to marry her  and promptly divorce her by saying ""Talaq"" three times  so that Javed can marry her later. Javed is delighted with this idea and goes along with it  not knowing that Firdaus is Akhtar's dreamgirl  and he may not be able to keep his word and divorce her.","['Jeetendra', 'Rekha', 'Rishi Kapoor', 'Tina Ambani', 'Shreeram Lagoo', 'Nirupa Roy', 'Deven Verma', 'Reena Roy', '']",['Harnam Singh Rawail'],"['Rahul Rawail', 'Ruhi Rawail']","['dad nawab', 'devout muslim', 'javed also', 'yet seen', 'woman firdaus', 'unknowingly fall']"
1334,tt0266712,Laila Majnu,"['Drama', 'Musical', 'Romance']",Kaish Amari comes from a wealthy Islamic family. At the tender age of six he is sent to school and gets friendly with a young girl named Laila. Both of them become close friends  so much so that Kaish gets himself punished and beaten for her. They mature in age so does their love much to the chagrin of Laila's dad  who wants her to marry a wealthy Arabian  Bahksh  a noble Prince. Now the region is aflame with their love story  Kaish  who is now known as Majnu  cannot get Laila out of his mind and roams around the desert semi-senile  without food or drink  while Laila is getting wed to the man of her father's choice. The question remains will love triumph in the end or is this young couple fated to be separated for the rest of their lives.,"['Rishi Kapoor', 'Ranjeeta Kaur', 'Danny Denzongpa', 'Aruna Irani', 'Asrani', 'Paintal', 'Raza Murad', 'Iftekhar', 'Achala Sachdev', 'Preeti Ganguli', 'Sunder', 'Farooque Shorty', 'Jagdish Raj', 'Mumtaz Begum', '']",['Harnam Singh Rawail'],"['Abrar Alvi', 'Mohafiz Hyder', 'Anjana Rawail', 'Harnam Singh Rawail']","['majnu cannot', 'young girl', 'young couple', 'wealthy islamic', 'wealthy arabian', 'senile without']"
1335,tt0266752,Mast Kalandar,"['Action', 'Drama', 'Thriller']",Widower Rai Bahadur Pratap Singh lives a wealthy life-style with his son. He would like his son to marry some girl from a rich family  and is disappointed when he wants to marry someone poor. Pratap instructs him to forget about his love-life  his son refuses  and as a result Pratap asks him to leave the house. Years later  Pratap receives a letter in the mail  informing him that his son is dead  and that his widowed daughter-in-law and her son  Guddu  are on their way to live with him. He is delighted  and sends Prem  his nephew to receive  however  both mother and son do not arrive and are believed to be missing. Rai Bahadur subsequently finds out that his daughter-in-law is dead  and Guddu is living in a slum with a thief and drunk  Shankar. With the help of the courts and the police  Pratap manages to bring Guddu to his home. This is where Pratap will find out that money and power will not buy him his grandson's love  he will also find out that his daughter-in-law did not die a ...,"['Dharmendra', 'Dimple Kapadia', 'Shammi Kapoor', 'Shakti Kapoor', 'Amrish Puri', 'Prem Chopra', 'Anupam Kher', '']",['Rahul Rawail'],['Salim Khan'],"['widower rai', 'rai bahadur', 'years later', 'result pratap', 'police pratap', 'marry someone']"
1336,tt0266757,Mehboob Ki Mehndi,"['Drama', 'Musical', 'Romance']",Yusuf lives a wealthy lifestyle with his businessman dad  Safdarjang  who is confined to a wheel-chair. When Yusuf's precocious nephew  Khalid alias Phirangi's tutor  Mrs. Albert complains about him and quits  Yusuf hires Shabana  who along with her granny  have come to live with them for a short period of time. He also hires a man named Khairudin as a servant to look after his dad. Yusuf and Shabana are attracted to each other and intend to marry  much to the joy of Safdarjang and the granny. The wedding preparations are on  but there are a couple things Yusuf and his family do not know. One is that Shabana is the daughter of a Courtesan named Najma; and that Khairudin has secured employment in order to kill Yusuf.,"['Rajesh Khanna', 'Leena Chandavarkar', 'Pradeep Kumar', 'Baby Sonu', 'Sunder', 'Iftekhar', 'Paro', 'Jagdish Raj', 'Gurnam Singh', 'Mumtaz Begum', 'Rafiya Sultana', 'Prince Arjun', 'Sudhir', 'Ramal', '']",['Harnam Singh Rawail'],"['Gulzar', 'Anjana Rawail']","['precocious nephew', 'quits yusuf', 'courtesan named', 'couple things', 'man named', 'businessman dad']"
1337,tt0266765,Mere Mehboob,"['Comedy', 'Drama', 'Romance']",While studying in Aligarh  Anwar Hussain Anwar falls in love with a veiled woman and is unable to get her out of his mind. Enroute to Lucknow  they meet with Nawab Buland Akhtar Changezi  and subsequently meet with him a few days later so that he can use his influence to secure an editor's job for Anwar with a magazine. Nawab then asks Anwar to teach his sister  Husna  some poetry  to which he agrees  and eventually finds that she is the very same veiled woman. Both fall in love with each other and the Nawab approves of this alliance even though Anwar lives a poor lifestyle. The formal engagement ceremony takes place and arrangements are made for the wedding to take place soon. The heavily indebted Nawab does not realize that soon he will find Anwar in the company of a lowly courtesan  Najma; and pressure will be brought on him to get Husna to marry wealthy Munne Raja - who is all set to auction the former's mansion as well as belongings.,"['Ashok Kumar', 'Rajendra Kumar', 'Sadhana', 'Nimmi', 'Johnny Walker', 'Pran', 'Sunder', 'Ameeta', 'Malika', 'Mumtaz Begum', 'Pachhi', 'Praveen Paul', 'Madhumati', 'Satish', '']",['Harnam Singh Rawail'],"['Vinod Kumar', 'Harnam Singh Rawail']","['formal engagement', 'alliance even', 'aligarh anwar', 'marry wealthy', 'nawab buland', 'take place']"
1338,tt0266832,Parinay,"['Action', 'Drama']",Idealistic Ram's one ambition is to do something for his village. Rekha rich and young girl comes into his life who in spite of warnings  marries Ram and come to the village. Fed up with idling away her time  Rekha  in a huff  moves to the city and take job as tourist guide  only to discover that this life is too short  can be humdrum as the one in village. Love triumphs over the barriers of Urban and Rural.,"['Romesh Sharma', 'Shabana Azmi', 'Asha Sachdev', 'Dinesh Thakur', 'Preeti Ganguli', 'T.P. Jain', '']",['Kantilal Rathod'],"['Harin Mehta', 'Kantilal Rathod', 'Vinay Shukla']","['young girl', 'warnings marries', 'idealistic ram', 'tourist guide', 'time rekha', 'take job']"
1339,tt0266858,Pocket Maar,"['Action', 'Crime', 'Drama']",Roshan lives a poor lifestyle in Bombay along with his widowed mother. His mother thinks that her son is gainfully employed but Roshan has made crime his career and picks pockets and gambles for a living. A gangster named Shankar wants to hire him  but Roshan refuses. Then one day Roshan steals 3000 Rupees from a man named Mohan  who was about to remit this amount to his Madhopur-based widowed mother and unmarried sister  Shukal  so that they can pay off the mortgage on their residence. When the money gets stolen  Mohan kills himself. A guilt-ridden Roshan travels to Madhopur  pays off their debt  and returns home without telling anyone about Mohan's demise. Madhopur Police subsequently find out that the money was stolen from Universal Bank and start an investigation. Roshan is faced with another challenge when Shukal and Manglu Mama come to the city to meet Mohan  and both Roshan and Shukal fall in love with each other. To complicate their romance  a cabaret dancer  Rita  pretends to...,"['Dev Anand', 'Geeta Bali', 'Nadira', 'Madan Bhandari', 'Gope', 'Tiwari', 'Sunder', 'Lalita Pawar', 'Kumud Tripathi', 'Bhagwan Sinha', '']",['Harnam Singh Rawail'],['Harnam Singh Rawail'],"['one day', 'returns home', 'money gets', 'cabaret dancer', 'gangster named', 'madhopur police']"
1340,tt0266875,Raat,['Horror'],Mini shifts to her new house along with her parents Mr and Mrs Shrma and nephew Bunty.Bunty finds a cat in the backyard of the house and gets attracted to it but the cat soon dies when it comes under the wheels of Mr Sharma and they bury it without Bunty's knowledge.Bunty finds soon another cat of same resemblance which gives the family a shock.Mini is in love with Deepak once when their bike Tyre goes flat Deepak goes to change upon returning he finds Mini weeping besides a pond with redness in her eyes and pushes Deepak in the pond but next moment she is normal.Mini's friend Rashmi to gets killed and her neck is twisted backwards.While cops suspect Mini to be behind it when she twists the neck of her doll in a similar way.The strange events lead Mr Sharma to take professional from a psychiatrist.While Mrs Sharma is sure her daughter is possessed and takes help of an exorcist Sharji.,"['Revathy', 'Rohini Hattangadi', 'Om Puri', 'Akash Khurana', 'Anant Nag', 'Chinna', 'Jaya Mathur', 'Master Atit', 'Tej Sapru', 'C.V.L. Narasimha Rao', 'Nirmalamma', 'Sunanda', 'Vijayachander', 'Monto', '']",['Ram Gopal Varma'],"['Vinay Shukla', 'Uttej', 'Ram Gopal Varma']","['bike tyre', 'strange events', 'bunty finds', 'finds mini', 'cat soon', 'change upon']"
1341,tt0267246,Aatish: Feel the Fire,"['Action', 'Crime', 'Drama']",Two brothers namely the eldest Baba and the younger one Avinash live in a small apartment in a Bombay city slum. Another orphan named Nawab reside there with them along with there widowed mother. They had many misadventures in life and so they now relocate to an old man house who calls himself Uncle but is known as an underworld nexus. Baba romances Nisha and has hope of marrying her soon. Baba wants Avinash to further his studies and become a better person in life so he and Nawab decides to work with Uncle on a negative path. Avinash goes abroad and romances Pooja and he also has hope of marrying her soon  Baba's dream of Avinash has been fulfilled  when Avinash finish his studies he becomes a police officer. He is shock when he is given a list of Bombay's hardcore criminal don for he has never associated his brother Baba with any criminal activities but he is on the list. But later Avinash release the truth about his brother's criminal activities and that a criminal named Sunny is ...,"['Sanjay Dutt', 'Aditya Pancholi', 'Raveena Tandon', 'Karisma Kapoor', 'Atul Agnihotri', 'Shakti Kapoor', 'Gulshan Grover', 'Ajit', 'Tanuja', 'Vishwajeet Pradhan', 'Kader Khan', 'Ram Mohan', 'Dinesh Hingoo', 'Tiku Talsania', '']",['Sanjay Gupta'],"['Robin Bhatt', 'Kamlesh Pandey', 'Sujit Sen']","['another orphan', 'younger one', 'criminal named', 'two brothers', 'old man', 'later avinash']"
1342,tt0267252,Ajay,"['Action', 'Drama', 'Romance']",Ajay comes from a decent middle class family consists of his parents and sister. He goes out into the outside world and ended up in a night club and meets with super star and dancer name Manorama and is attracted to her at that very moment and leaves to spend time with her in her hotel. After a couple of days he goes home and find that his whole family has been murder. Alone  feeling lifeless and sad Ajay decides to work for underworld don and criminal name Roopesh Singh on a negative part. Later on he finds a piece of evidence in Roopesh house that will lead him to his family's killer which is non other than Roopesh and his friend. When he find out this he plans to take revenge.,"['Sunny Deol', 'Karisma Kapoor', 'Reena Roy', 'Kiran Kumar', 'Suresh Oberoi', 'Farida Jalal', 'Devayani', 'Mohnish Bahl', 'Sharat Saxena', 'Sadashiv Amrapurkar', 'Laxmikant Berde', 'Subbiraj', 'Dan Dhanoa', 'Dolly Bindra', '']",['Suneel Darshan'],"['Suneel Darshan', 'Rajeev Kaul', 'Kamlesh Pandey', 'Praful Parekh']","['decent middle', 'criminal name', 'dancer name', 'alone feeling', 'sad ajay', 'whole family']"
1343,tt0267363,Chandni Bar,"['Crime', 'Drama']","Mumtaz is a village girl whose family is killed in communal riots. She moves to Mumbai with her uncle  the only family member she has left. They are desperately poor and her uncle persuades her to become a bar girl at Chandni Bar. This is merely temporary  he promises  until he gets a job. Mumtaz is a shy girl who loathes the work  but she forces herself to dance and flirt. However  the uncle doesn't keep his promise; he lives on her earnings  drinking them away  and never gets a job. He adds one final  unforgivable crime to the list when he gets drunk and rapes her. By this time she has caught the eye of a gangster called Potiya Sawant. When she tells Potiya what her uncle did to her  Potiya decides to ""defend her honor."" Potiya shoots the uncle. Mumtaz  bereft of any male protection in the dangerous slums  marries Potiya. She is determined to make the best of things. She leaves the bar and stays home to raise her two children  whom she carefully protects from the world of ...","['Tabu', 'Atul Kulkarni', 'Rajpal Yadav', 'Shri Vallabh Vyas', 'Vinay Apte', 'Abhay Bhargav', 'Ananya Khare', 'Suhas Palshikar', 'Uma Shankar Pandey', 'Varun Vardhan', 'Manoj Joshi', 'Promodini Kadam', 'Sujata Naik', 'Shradha Naval', '']",['Madhur Bhandarkar'],"['Mohan Azaad', 'Madhur Bhandarkar', 'Masud Mirza']","['adds one', 'gangster called', 'dangerous slums', 'village girl', 'family member', 'tells potiya']"
1344,tt0267424,Dhanwaan,"['Comedy', 'Drama', 'Romance']",Kashinath and Imli are childhood sweethearts and everyone expects them to marry. Then comes rich  wealthy  and sickly Anjali Chopra into Kashinath's life  and then everything changes. Anjali gives up on her sickiliness and becomes bold  thanks to Kashinath's care. Anjali falls in love with Kashinath  and boldly tells her dad  Manmohan Chopra  that she will only marry Kashinath. But her dad wants her to wed Ajit. Imli reveals her secret that she has heart disease  and if not treated  she will die. Kashinath  unaware of Anlali's affections must find the money to save his true love. What sacrifices will he have to make in order to achieve this?,"['Ajay Devgn', 'Manisha Koirala', 'Karisma Kapoor', 'Avinash Wadhavan', 'Aruna Irani', 'Dalip Tahil', 'Tinnu Anand', 'Shakti Kapoor', 'Kader Khan', '']",['K. Viswanath'],"['Robin Bhatt', 'Sujit Sen', 'Javed Siddiqui', 'K. Viswanath']","['comes rich', 'becomes bold', 'affections must', 'dad manmohan', 'sickly anjali', 'dad wants']"
1345,tt0267548,Haseena Maan Jaayegi,"['Action', 'Comedy', 'Romance']",Wealthy Seth Amirchand (Kader Khan) has two problems  namely his two good-for-nothing sons  Sonu (Sanjay Dutt)  and Monu (Govinda). Their time is mainly spent on comically attempting to extort money from their hapless dad  by hook or by crook  by threats or blackmail. Amirchand decides that the best way to deal with them is to separate them  he then asks Sonu to proceed to Goa; and Monu to look after work in Bombay. Sonu gets to the wrong party in Goa and antagonizes the Verma family  consisting of Gulzarilal (Anupam Kher)  his unmarried sister  Santho (Aruna Irani)  and eligible daughters  Pooja (Pooja Batra) and Ritu (Karisma Kapoor). Sonu challenges the family that he is going to marry Pooja by any means possible  and calls upon Monu to act as his Paternal uncle  which he does so  and ends up falling for Ritu. Unknown to him  Santho has also developed a crush on him. To complicate matters even more  underworld don  Bhai (Ashish Vidyarthi) demands money from Amirchand  only to have ...,"['Sanjay Dutt', 'Govinda', 'Karisma Kapoor', 'Pooja Batra', 'Kader Khan', 'Paresh Rawal', 'Satish Kaushik', 'Aruna Irani', 'Anupam Kher', 'Ashish Vidyarthi', 'Aashif Sheikh', 'Razak Khan', 'Pushpa Verma', 'Mohan Joshi', '']",['David Dhawan'],"['Rumi Jaffery', 'Imtiaz Patel', 'Yunus Sajawal']","['complicate matters', 'two problems', 'karisma kapoor', 'eligible daughters', 'nothing sons', 'wealthy seth']"
1346,tt0267617,Jigar,"['Action', 'Crime', 'Drama']",Simpleton Raj Verma alias Raju return home one day to find that his sister is publicly raped by gangster Beharry and one of his wrestlers also Raj's childhood friend Duryodhan. When Raj intervene he is beaten  publicly humiliated and left for dead  and then he is taken to the hospital and survive by a miracle. After recovery Raj swears to take revenge on Duryodhan and Beharry and is trained to become an expert wrestler by a man named Baba Thakur. But the question remains will Raj be able to cope with these trainings and if he does will he be able to take on Duryodhan who is already an expert in this field?,"['Ajay Devgn', 'Karisma Kapoor', 'Ajit', 'Arjun', 'Gulshan Grover', 'Aruna Irani', 'Paresh Rawal', '']",['Farogh Siddique'],"['Veeru Devgan', 'Tanveer Khan', 'Lalit Mahajan', 'Naeem-Ejaz', 'Farogh Siddique']","['simpleton raj', 'man named', 'wrestlers also', 'recovery raj', 'beaten publicly', 'childhood friend']"
1347,tt0267703,Maidan-E-Jung,"['Action', 'Drama']",Daata Guru (Amrish Puri) is a wealthy  powerful  and influential head of a village. He owns and controls all the villagers and their properties. Anyone who dares to raise their voice against him is crushed by his employee  Shankar (Dharmendra)  and his sons  Guman (Gulshan Grover) and Karan (Akshay Kumar). When Daata Guru learns that Shankar has abducted his widowed daughter-in-law  Lakhsmi (Jaya Pradha)  and has married her  he is enraged and wants Shankar dead. Daata Guru also instigates Karan against Shankar  and threatens the villagers to cut off their water supply if they do not turn in Shankar to him. What will Shankar do to protect his new wife and himself from the wrath of Daata Guru and his men?,"['Dharmendra', 'Akshay Kumar', 'Karisma Kapoor', 'Jaya Prada', 'Gulshan Grover', 'Amrish Puri', 'Manoj Kumar', 'Mukesh Khanna', '']",['K.C. Bokadia'],"['K.C. Bokadia', 'Subhash Jain']","['daata guru', 'daata guru', 'akshay kumar', 'wants shankar', 'daata guru', 'daata guru']"
1348,tt0267742,Megha,['Romance'],Three young men - Akash  Vinod and Prakash are in love with Megha but Megha only acknowledges the love of Akash and confides that she will only get marry to him. But this marriage is not acceptable to Megha's brother  Shankar since there are personal conflicts between him and Akash's businessman father  Bhanupratap.,"['Shammi Kapoor', 'Karisma Kapoor', 'Rahul Roy', 'Mohnish Bahl', 'Ronit Roy', '']",['Mohanji Prasad'],"['Achala Nagar', 'Mohanji Prasad']","['three young', 'businessman father', 'brother shankar', 'personal conflicts', 'get marry', 'akash vinod']"
1349,tt0267813,Papi Gudia,"['Horror', 'Thriller']",Charan Raj (Shakti Kapoor) alias Channi  is a master of crime  theft  kidnapping and black magic. He has a desire to rule over the entire world and for this desire he is ready to do the meanest of deeds - even that of murdering children. Charan Raj lays his hands upon an innocent boy - Raju (Master Amar) Raju is the only support for his sister Karisma (Karishma Kapoor) who herself dances on stage to be able to rear her brother and has all her hopes pined on her brother. Channo who was by now assumed the guise of a doll - A doll that can walk  talk and even kill - is the Papi Gudia. This doll gets stuck to Raju like a leech. Raju  in spite of being innocent gets linked to every murder and then he comes under the eye of police. Inspector Vijay Saxena (Avinash Wadhavan) holds Raju responsible for each murder. Karisma  who till now had been enjoying a comfortable life with her younger brother  is caught in a dilemma between murder and law. On one side is his younger brother and on the ...,"['Avinash Wadhavan', 'Karisma Kapoor', 'Tinnu Anand', 'Mohan Joshi', 'Subbiraj', 'Brahmachari', 'Shraddha Verma', 'Vikas Anand', 'Dilip Sinha', 'Jugnu', 'Manmauji', 'Razak Khan', 'Radha Asrani', 'Master Amar', '']","[""Lawrence D'Souza""]",['Talat Rekhi'],"['inspector vijay', 'crime theft', 'innocent gets', 'charan raj', 'doll gets', 'holds raju']"
1350,tt0267845,Prem Shakti,"['Action', 'Drama', 'Fantasy']",Gangwa lives a poor lifestyle in a village in India. He is in love with Gauri and both want to get married. Gauri's dad  an astrologer  approves of Gangwa  but predicts that they will never get married. They decide to stay together and the night of Poornima  come to the rescue of Naagraj  who is being mesmerized by a Tantrik  who wants to steal a Mani  which will absorb the moonlight  enabling him to make a concoction  and after drinking this  will become immortal and invincible. Furious by their interference  he turns Gauri to stone  and unable to withstand the shock  Gangwa passes away. 25 years later Gangwa is re-born as Krishna  and lives a poor lifestyle with his foster mother. She wants him to get married to Pinky  but Krishna wants to establish himself first. He finds a job with a mannequin maker  and with Naagraj's help  creates a near-lifelike mannequin of Gauri. His employer sells this mannequin to Romeo  who is an employee with a fledging department store run by Kewalchand....,"['Govinda', 'Karisma Kapoor', 'Shakti Kapoor', 'Raza Murad', 'Puneet Issar', 'Kader Khan', '']",['Shibu Mitra'],"['Madan Joshi', 'Jyothika Mittra']","['fledging department', 'shock gangwa', '25 years', 'never get', 'get married', 'get married']"
1351,tt0267905,Sangram,"['Drama', 'Romance']",Thakur Surajbhan Singh Kanwar forces Thakur Shamsher Singh Rana sister to commit suicide thus the two business-men became enemies. Years later Surajbhan's son  Raja and Rana's daughter  Madhu meets and gets acquainted with each other which forces Surajbhan and Rana to join hands on condition that Raja will only get marry to Madhu. But on the engagement day Raja announces that he is in love with a poor woman  Palavi which forces Madhu to attempt suicide thus throwing both the families back to square one - this time such an enmity that will lead to blood-shed.,"['Ajay Devgn', 'Ayesha Jhulka', 'Karisma Kapoor', 'Amrish Puri', 'Danny Denzongpa', 'Reema Lagoo', 'Laxmikant Berde', '']","[""Lawrence D'Souza""]","['Rajeev Kaul', 'Jalees Sherwani']","['thakur surajbhan', 'attempt suicide', 'engagement day', 'years later', 'commit suicide', 'forces surajbhan']"
1352,tt0267928,Silsila Hai Pyar Ka,"['Comedy', 'Drama', 'Romance']",Vanshika Mathur (Karishma Kapoor)  an orphan who lives with her aunt (Aroona Irani)  is a simple middle class girl desperately in search of a job. Eventually she gets a job with Mr. Sinha (Alok Nath)  a very successful businessman. Mr. Sinha is a widower who has a son Abhay (Chandrachur Singh). Abhay has grown up with his maternal uncle  Rakesh (Shakti Kapoor)  a four-time divorce  whose motto is 'Stay unmarried and lead a Bohemian lifestyle'. Abhay is strongly influenced by his uncle and has grown into a flamboyant  arrogant  spoilt brat who has never put in a day's work at the family business.Mr. Sinha is obviously perturbed to the point of distress by the lifestyle his son leads - party all night and sleep through the day. He is determined to get his son back on the right track. In order to get Abhay into the office he entices him with the idea of young female secretary. He succeeds. Abhay meets Vanshika at the office. He is disgusted. She is flustered  but hopelessly in love. The ...,"['Karisma Kapoor', 'Chandrachur Singh', 'Aruna Irani', 'Shakti Kapoor', 'Danny Denzongpa', 'Alok Nath', 'Tiku Talsania', 'Dina Pathak', 'Johnny Lever', 'Mishkaa Khanna', 'Neelam Singh', 'Ali Haider', 'Babbanlal Yadav', 'Gulshan', '']",['Shrabani Deodhar'],"['Robin Bhatt', 'Shrabani Deodhar', 'Ravi Shankar Jaiswal', 'Akash Khurana', 'K.K. Singh', 'Sudhindra Subhash']","['simple middle', 'time divorce', 'flamboyant arrogant', 'young female', 'chandrachur singh', 'maternal uncle']"
1353,tt0268117,Aar Paar,['Action'],Ghanshyam alias Gania lives with his mom  and dad  Bhuvan  in a small fishing town of Raipur. He uses a ferry boat that he has leased from Mahesh Manna  to fish  sell fish to Mahesh  and use his earnings to buy the ferry in installments. Mahesh is greedy  lecherous  and crooked and when Ghanshyam finds out that he has been swindled  he takes his business elsewhere to another businessman named Mohammad Bassiruddin. Ghanshyam is in love with Kamli  the daughter of alcoholic  Basan  and would like to marry her. Mahesh also has his eyes on Kamli. Then one day both men are with an unconscious Kamli when the Daroga enters the room. Mahesh swears that he saw Ghanshyam molest Kamli  as a result Ghanshyam is arrested and held in a cell. It is in jail he is told that his father has been killed. When Kamli regains her senses  she goes to the police station and gives a statement that Ghanshyam did indeed molest her. A shocked Ghanshyam escapes from jail in order to find out why Kamli gave a ...,"['Mithun Chakraborty', 'Rozina', 'Utpal Dutt', 'Nuton', 'Golam Mustafa', 'Ahmed Sharif', 'Tarun Ghosh', 'A.T.M. Shamsuzzaman', 'Syed Hasan Imam', 'Amol Bose', 'Sumita Devi', 'Manik Dutt', 'Asit Kumar Sen', 'Maya Ghosh', '']",['Shakti Samanta'],"['Shanu Banerjee', 'Pradeep Roy Choudhary', 'Shaktipada Rajguru', 'Shakti Samanta']","['another businessman', 'ghanshyam alias', 'saw ghanshyam', 'small fishing', 'fish sell', 'shocked ghanshyam']"
1354,tt0268129,Ajanabee,"['Drama', 'Romance']",Middle-classed young and dashing Rohit Kumar Saxena falls in love with wealthy and lovely Reshmi  and both decide to get married. Reshmi's dad  the wealthy Diwan Sardarilal is strongly opposed to this marriage  but relents when Reshmi refuses to marry anyone else. As a result  Rohit and Reshmi get married. Shortly after their marriage  Reshmi gets pregnant  news that is very well received. Then Reshmi enters a beauty pageant  and wins it - being crowned Miss India  with offers to travel abroad. Reshmi decides that she does not want the child now  but Rohit opposes this decision. Both quarrel  and separate  and Reshmi goes back to live with her dad. Shortly thereafter  Sardarilal sends a legal notice to Rohit asking for a divorce. Devastated  Rohit seeks employment  and finds it as a station master at a remote hill station. He meets with Reshmi and her dad  and is humiliated because he is poor. He decides to accumulate enough money to win back Reshmi's love  and decides to do it ...,"['Rajesh Khanna', 'Zeenat Aman', 'Prem Chopra', 'Asrani', 'Madan Puri', 'Yogeeta Bali', 'Raj Mehra', 'Krishnakant', 'Manmohan', 'Asit Kumar Sen', 'Chandrashekhar', 'Leena Das', 'Arpana Choudhary', 'Shyama', '']",['Shakti Samanta'],"['Gulshan Nanda', 'Akhtar Romani']","['dashing rohit', 'marriage reshmi', 'devastated rohit', 'shortly thereafter', 'marry anyone', 'crowned miss']"
1355,tt0268141,Ananda Ashram,"['Drama', 'Family']",Dr. Deepak lives with his wealthy father  a Thakur  in a small town in India. While the Thakur would like to get Deepak to marry a woman from an equally wealthy family  he has fallen in love with a poor woman named Asha  and would like to marry her. The Thakur is displeased  and asks Deepak to leave his house  never to return. A few months later  Thakur's employee  Girdhari  informs him that he has found an abandoned child by the river bank  and would like to adopt him. Initially the Thakur does not want anything to do with the child  but when he sees it for the first time  he decides to let Girdhari have his way. Years later  young Pratap has grown up under Girdhari and Thakur's care  and travels abroad to study in order to be a doctor. When he returns he decides to work with a chemical company. His travels take him to meet a beautiful woman named Kiran  her father  and an elderly man named Doctor. Pratap is perturbed by this doctor  who seems to know him very well  and wants him to ...,"['Ashok Kumar', 'Uttam Kumar', 'Sharmila Tagore', 'Rakesh Roshan', 'Moushumi Chatterjee', 'Utpal Dutt', 'Anita Guha', 'Asit Kumar Sen', 'Manik Dutt', 'Chandrima Bhaduri', 'Alankar Joshi', 'Prema Narayan', 'C.S. Dubey', 'Master Ravi', '']",['Shakti Samanta'],"['Sailajanand Mukherji', 'Prabhat Roy', 'Shakti Samanta']","['poor woman', 'beautiful woman', 'years later', 'elderly man', 'equally wealthy', 'months later']"
